#{"t_start": 1707831912.9693365, "env_id": "ALE/Breakout-v5"}
r,l,t
0.0,142,0.501804
6.0,414,0.733787
1.0,221,0.856342
2.0,223,0.981256
2.0,247,1.119067
2.0,219,1.241893
0.0,155,1.329245
2.0,273,1.479737
4.0,320,1.65951
0.0,162,1.749996
2.0,232,1.879012
2.0,253,2.0195
2.0,231,2.149177
3.0,278,2.302561
4.0,341,2.490075
7.0,335,2.674045
0.0,169,2.768693
2.0,222,2.893338
0.0,168,2.987925
2.0,245,3.122003
1.0,201,3.235119
1.0,195,3.344399
0.0,146,3.427771
3.0,290,3.588229
1.0,212,3.707244
0.0,175,3.802736
2.0,244,3.939647
3.0,277,4.094944
2.0,217,4.218594
1.0,207,4.333575
8.0,394,4.551372
1.0,185,4.656204
1.0,196,4.766863
2.0,218,4.88939
1.0,197,5.000953
1.0,209,5.11571
4.0,322,5.295798
2.0,223,5.421374
2.0,272,5.570888
4.0,326,5.751251
2.0,219,5.875562
1.0,215,5.994652
5.0,387,6.205855
3.0,290,6.365217
3.0,288,6.524964
2.0,253,6.663993
1.0,195,6.772702
3.0,281,6.928158
3.0,275,7.079543
0.0,166,7.171044
2.0,245,7.304763
2.0,240,7.436507
1.0,219,7.556718
3.0,288,7.714247
5.0,339,7.901455
2.0,228,8.027952
4.0,325,8.207469
5.0,372,8.412285
6.0,280,8.56537
1.0,202,8.677653
4.0,318,8.854987
2.0,218,8.977081
2.0,237,9.107617
3.0,278,9.263395
2.0,235,9.393708
1.0,210,9.51005
1.0,207,9.624414
3.0,290,9.785353
6.0,393,10.002131
2.0,235,10.133685
2.0,234,10.263243
2.0,230,10.392124
4.0,323,10.571767
2.0,247,10.709171
0.0,160,10.799373
3.0,310,10.969748
2.0,234,11.102258
2.0,210,11.22008
0.0,166,11.31233
1.0,204,11.425836
2.0,251,11.564025
0.0,155,11.649923
0.0,175,11.745772
2.0,239,11.878632
0.0,167,11.971245
2.0,228,12.097179
1.0,206,12.210596
1.0,213,12.329752
2.0,246,12.468984
0.0,163,12.55952
3.0,271,12.709047
2.0,239,12.843338
3.0,288,13.003557
1.0,183,13.106541
0.0,165,13.197785
3.0,299,13.361166
1.0,206,13.476933
1.0,187,13.579304
2.0,252,13.717872
3.0,277,13.871503
3.0,269,14.021768
1.0,194,14.129061
4.0,311,14.300186
3.0,277,14.452966
1.0,214,14.570297
1.0,199,14.681587
2.0,238,14.81563
3.0,292,14.978221
1.0,201,15.090014
1.0,226,15.212644
0.0,154,15.29928
0.0,163,15.388673
3.0,270,15.539836
3.0,283,15.696674
2.0,239,15.828811
0.0,174,15.924882
2.0,247,16.063407
1.0,207,16.17643
0.0,175,16.271839
1.0,227,16.396339
3.0,287,16.556218
0.0,157,16.645038
2.0,251,16.783876
5.0,356,16.97881
2.0,248,17.116336
3.0,291,17.276306
4.0,328,17.458816
5.0,399,17.677271
1.0,215,17.795964
2.0,251,17.934543
1.0,203,18.046849
2.0,241,18.178032
1.0,190,18.28416
2.0,252,18.423701
3.0,290,18.581755
2.0,243,18.714216
2.0,253,18.852967
2.0,225,18.977816
2.0,251,19.116849
0.0,169,19.209268
1.0,180,19.309869
3.0,285,19.466303
1.0,188,19.570135
2.0,260,19.711922
2.0,237,19.843657
2.0,236,19.973845
0.0,139,20.052907
1.0,208,20.167904
1.0,203,20.280456
2.0,237,20.413613
2.0,245,20.550403
2.0,251,20.689654
0.0,166,20.782144
4.0,303,20.948485
2.0,258,21.089703
1.0,193,21.195275
6.0,396,21.41431
1.0,197,21.522565
1.0,201,21.632637
2.0,233,21.761243
4.0,310,21.935411
3.0,271,22.086484
0.0,162,22.174769
2.0,225,22.299505
1.0,169,22.396203
2.0,251,22.533447
2.0,231,22.659649
0.0,171,22.752305
1.0,207,22.867403
1.0,184,22.970946
5.0,353,23.166569
2.0,219,23.288785
1.0,223,23.412338
2.0,240,23.546404
2.0,239,23.677678
1.0,211,23.794788
1.0,183,23.899547
2.0,224,24.02373
1.0,220,24.143569
3.0,305,24.311174
1.0,198,24.422913
0.0,170,24.517808
8.0,388,24.730785
4.0,350,24.922231
2.0,264,25.067741
2.0,235,25.197662
3.0,292,25.359799
3.0,300,25.52669
0.0,168,25.620181
3.0,287,25.777263
4.0,334,25.963403
3.0,290,26.122962
1.0,208,26.23758
0.0,157,26.325605
1.0,200,26.438523
2.0,232,26.568651
0.0,157,26.657663
3.0,277,26.81025
0.0,181,26.909356
2.0,225,27.03345
1.0,197,27.143806
4.0,333,27.328418
3.0,309,27.4985
1.0,210,27.613519
6.0,325,27.793116
1.0,208,27.909094
2.0,232,28.03865
2.0,231,28.166965
2.0,231,28.295668
2.0,239,28.428869
2.0,229,28.5558
3.0,309,28.72403
2.0,244,28.857786
3.0,258,29.000754
2.0,232,29.129544
4.0,366,29.32873
2.0,248,29.467257
0.0,171,29.562129
0.0,158,29.650189
1.0,195,29.759987
3.0,286,29.920719
4.0,323,30.097373
1.0,202,30.210322
2.0,249,30.346066
3.0,263,30.493795
3.0,286,30.652071
1.0,193,30.758717
2.0,261,30.901978
2.0,261,31.045325
5.0,350,31.236341
2.0,259,31.377808
1.0,194,31.487015
0.0,163,31.577977
3.0,296,31.74273
0.0,156,31.829109
4.0,351,32.020526
3.0,298,32.185752
4.0,289,32.347007
2.0,233,32.475745
2.0,234,32.604856
1.0,217,32.725451
0.0,167,32.817752
1.0,194,32.925876
3.0,304,33.091472
2.0,213,33.210154
3.0,297,33.37232
1.0,211,33.48858
5.0,337,33.674454
2.0,226,33.800633
0.0,174,33.895859
3.0,272,34.047586
2.0,223,34.171627
1.0,214,34.289978
1.0,212,34.405942
2.0,259,34.549986
1.0,208,34.664325
1.0,204,34.77774
2.0,218,34.900469
3.0,303,35.067931
1.0,215,35.186667
3.0,298,35.35011
3.0,270,35.500884
4.0,333,35.685976
0.0,167,35.779368
0.0,158,35.867329
4.0,310,36.040296
2.0,246,36.175781
0.0,167,36.266588
1.0,201,36.379807
2.0,256,36.520936
0.0,157,36.60909
1.0,226,36.732451
1.0,206,36.845714
0.0,157,36.933904
1.0,211,37.049312
4.0,310,37.220437
2.0,253,37.360216
0.0,178,37.457791
3.0,267,37.605198
0.0,179,37.702327
2.0,219,37.824223
0.0,153,37.910312
3.0,270,38.058545
2.0,245,38.194419
0.0,162,38.283342
3.0,284,38.439507
3.0,300,38.606359
2.0,268,38.752586
1.0,199,38.861828
2.0,229,38.988184
0.0,175,39.082835
1.0,204,39.194929
0.0,169,39.287778
0.0,180,39.385597
1.0,198,39.496248
2.0,236,39.628121
1.0,192,39.735701
1.0,206,39.849646
3.0,268,39.998747
3.0,284,40.154563
0.0,158,40.243407
3.0,280,40.397981
2.0,248,40.535238
2.0,248,40.674217
4.0,314,40.849319
0.0,159,40.938635
0.0,182,41.037055
2.0,228,41.161102
0.0,153,41.247033
0.0,149,41.330414
4.0,344,41.519326
4.0,328,41.698932
4.0,323,41.8785
0.0,169,41.972029
1.0,197,42.082271
0.0,163,42.172843
2.0,230,42.301347
1.0,205,42.414669
1.0,194,42.521585
